alpha,serendipity,avg_distance,avg_cf_score,diversity_ild,n_users
0.0,0.8947337927213571,0.8788064266443252,4.6643738608360295,0.7998010582010582,50
0.15,0.9078293337675347,0.9054558569192888,4.657214388847351,0.7831481481481481,50
0.25,0.9129515229327496,0.9193131021261216,4.64361324596405,0.7656222222222222,50
0.3,0.9147728333021548,0.9257625218629836,4.633793239593507,0.7681185185185184,50
0.35,0.9171664294640379,0.9360720267295838,4.613846385955811,0.7591259259259259,50
0.4,0.918546806498338,0.9448406976461412,4.592666608333587,0.7495481481481481,50
0.5,0.9187512631936516,0.963233054280281,4.5319096431732175,0.6841333333333334,50
0.65,0.9127799063655335,0.981913720369339,4.431902287006378,0.4434074074074074,50
0.75,0.909527089265455,0.9848725438117981,4.4030303840637215,0.3907407407407408,50
0.85,0.906503946512131,0.9865424784421921,4.378641663551331,0.3694074074074074,50
1.0,0.7814308997444225,0.9868888826370239,3.6288766760826103,0.3465925925925927,50
