mean_serendipity,mean_relevance,mean_alpha,std_alpha
0.5287960992524088,4.210102831079614,0.3521740154181139,0.43275844462551255
0.5360974835651555,4.208078435784677,0.35461375925232974,0.4173955651871527
0.5422712214134062,4.191106381858285,0.35369736815614533,0.41219839440879746
0.5513941718489547,4.180536619304656,0.3550455966666617,0.4017850852432918
0.5562414374039284,4.169043278327135,0.3496380949171253,0.3830727443597506
0.5663131316481375,4.163108721176333,0.3680197560276715,0.38469433701422745
0.5669008102933535,4.148056018317741,0.3688343973741389,0.3967152643638464
0.5733927544760684,4.1358459116370785,0.3766257665086769,0.384907179775243
0.5822409273598541,4.1338740227415744,0.3744603656266273,0.3664581707755005
0.5838186838472722,4.117754278717823,0.3744852940159224,0.37007915278484277
0.5895016136934014,4.1053137563347155,0.37918035790113164,0.366209708606773
0.5951304951348236,4.101988045989912,0.3944981905652039,0.37250356300147397
0.6001712450406449,4.094394914645918,0.37397971770792376,0.3450341033157974
0.6035483568486416,4.08004884284828,0.404078448437485,0.3721139663306585
0.6099452833741392,4.0716993501632395,0.39310882387937657,0.3415621218200222
0.6158771045806598,4.060896083443494,0.39611781404705787,0.34309895875217783
0.6196235083713642,4.044300109237487,0.40310369041175836,0.3366083614164364
0.6250149515155698,4.0319086194827545,0.418140979132865,0.3437704813493113
0.6305182415550177,4.025270131556634,0.4257697729225239,0.33825126371870834
0.6348008561218292,4.014040245982195,0.4296402331769506,0.3350536342292708
0.6385312380219313,4.002424548877823,0.4230746761464984,0.3234983192199801
0.643518052665579,3.9918781892637973,0.4215092612760298,0.3229487720561161
0.6465655571062293,3.983481227476987,0.4305958719606209,0.33494360883156715
0.6492019939857223,3.96996274385589,0.45588207746850823,0.3412267142495634
0.6547251096586489,3.9570872996260515,0.4430148521618382,0.3265246885418519
0.6586042734432955,3.9492365724161047,0.4538840905510517,0.31882301942229874
0.6645574204179588,3.9404395860472285,0.4518266440859524,0.3245069505604054
0.6696124844453603,3.9298967035997294,0.4547500096219891,0.30710741380249285
0.6723862160503888,3.9103190626440982,0.4638234621677226,0.3046412588925607
0.6779449431268457,3.900460668646295,0.49413542560193285,0.32708156876151284
0.6794275555713409,3.883692400687654,0.4760983696389468,0.3004133577835446
0.6833228547293925,3.8706170448107047,0.48578653305665903,0.30119932201774824
0.6867549373485136,3.8523173593944913,0.4923233770064666,0.3025070180310515
0.6932320172426136,3.851406674260772,0.5029564654912948,0.29754531663867395
0.6974344373484767,3.8340189048718747,0.48693979728516373,0.2817423885445904
0.7008164486918392,3.8214807008038423,0.5147210058183408,0.2930587960534249
0.7020017511872441,3.80507023735588,0.514233744698845,0.29490509634687906
0.7075004226373698,3.7918132949983976,0.5254031469312129,0.29055384579208615
0.7119272299395052,3.7786029737052815,0.5289525536547417,0.26919629958736974
0.7144128245007196,3.7676860978108517,0.5057340908559868,0.2599093696909232
