mean_serendipity,mean_relevance,mean_alpha,std_alpha
0.4238114698071007,2.966741451940282,0.12254884962634972,0.15395829493926758
0.4294467808029881,2.9555722081229914,0.136262788876436,0.15161055294096354
0.43070562447802163,2.950347720915095,0.14258216553642483,0.1569250575725012
0.4315400921824509,2.947126417810754,0.14717549922809223,0.1604704187551818
0.43242873464883197,2.9466695469908637,0.1462083092908327,0.15339109441851595
0.43315501152533037,2.9441302013115993,0.14989558570142922,0.157667922393977
0.43377745317677274,2.9432948122043108,0.1529128672877215,0.1525446783393771
0.43456641481674874,2.937257139228356,0.1556975342761172,0.15376805208500965
0.4358209380901579,2.9368825457805516,0.15566568844748882,0.15374482853255883
0.4358882733367602,2.9361777695880082,0.15974545052403114,0.1563497022561006
0.43706809223944604,2.9359494691642483,0.15725179815142407,0.14813255783372764
0.43763167628215155,2.933673602300396,0.16206707228754338,0.14831511255825014
0.43824809421600947,2.931088900648967,0.1641025572529545,0.15046428917249788
0.4404560552960971,2.9299356365428624,0.1691678482477641,0.1476181436380491
0.44087208399371447,2.9255646023387953,0.17152896865490727,0.156514505119467
0.44246037535326743,2.9227409700347016,0.17553751978797486,0.1507259603301134
0.44303779508712055,2.910184768647195,0.18614989238853624,0.15369515802559494
0.4433270754448365,2.9071664848174006,0.18826392023114344,0.15421502549983626
0.4439233001402799,2.9044206532476746,0.18663882182731414,0.148550826192852
0.4442700647892776,2.901921427869085,0.18751386375650364,0.15324701628847734
0.44939876348414737,2.8976215207361498,0.2005898698393687,0.14805476211425492
0.45653580208680405,2.87944084865444,0.2203314716806633,0.1398727203825949
0.457160743469948,2.822176659139448,0.2561151596455135,0.15076127381168947
0.4575807484569508,2.7874092145519027,0.2729081856794024,0.1513247743209634
0.45803855558394596,2.779291812083624,0.2785684029639853,0.15034726582944016
0.45869125276295925,2.758732592948886,0.28757390367731134,0.1392215830961161
0.4595580749342713,2.727817862281943,0.30902539150945707,0.14102268523319114
0.46133636463850713,2.724080863689096,0.31297604420728536,0.14195366086523908
0.4614426566186556,2.6900468613920077,0.32936548440059626,0.1309836404240653
