user_id,track_id,distance,rating,distance_bin
970756245,19293.0,0.4286426938037816,1.0,[0.4-0.5)
970756245,335249.0,0.22970093000823943,1.0,[0.2-0.3)
970756245,335249.0,0.22970093000823943,1.0,[0.2-0.3)
970756245,933.0,0.814709293319243,1.0,[0.8-0.9)
970756245,221135.0,0.0417157125223738,1.0,[0.0-0.1)
970756245,498850.0,0.16033334045683345,5.0,[0.1-0.2)
970756245,450437.0,0.048487738684522726,1.0,[0.0-0.1)
970756245,695585.0,0.03781935154096993,1.0,[0.0-0.1)
970756245,1358.0,1.0,5.0,[0.9-1.0)
970756245,87419.0,0.43262246738380106,1.0,[0.4-0.5)
970756245,92.0,0.8995979693870257,1.0,[0.8-0.9)
970756245,143298.0,0.34590394924093826,1.0,[0.3-0.4)
970756245,642071.0,0.14834537887944374,1.0,[0.1-0.2)
970756245,241486.0,0.1951482018776464,1.0,[0.1-0.2)
970756245,695593.0,0.0,1.0,[0.0-0.1)
970756245,642071.0,0.14834537887944374,1.0,[0.1-0.2)
970756245,632640.0,0.06398221506782706,1.0,[0.0-0.1)
970756245,695578.0,0.05278096849534573,1.0,[0.0-0.1)
970756245,695575.0,0.04979998563612283,1.0,[0.0-0.1)
970756245,405350.0,0.21874970414735603,1.0,[0.2-0.3)
970756245,695640.0,0.05639262981654798,1.0,[0.0-0.1)
970756245,695634.0,0.027396304071204004,1.0,[0.0-0.1)
37095818,478466.0,0.0,1.0,[0.0-0.1)
37095818,293395.0,1.0,1.0,[0.9-1.0)
37095818,135343.0,0.11819024607810989,1.0,[0.1-0.2)
37095818,38327.0,0.230153579188491,1.0,[0.2-0.3)
37095818,212153.0,0.21972945784657036,1.0,[0.2-0.3)
37095818,293377.0,0.0021323147820288177,1.0,[0.0-0.1)
37095818,293429.0,1.0,1.0,[0.9-1.0)
37095818,973.0,1.0,1.0,[0.9-1.0)
37095818,16186.0,0.4997589382334434,1.0,[0.4-0.5)
37095818,4230786.0,1.0,1.0,[0.9-1.0)
37095818,943377.0,0.1819730703362684,1.0,[0.1-0.2)
373707900,447648.0,0.0083114719663758,1.0,[0.0-0.1)
373707900,2493556.0,1.0,1.0,[0.9-1.0)
373707900,2493560.0,0.011141924152975905,1.0,[0.0-0.1)
373707900,17519.0,0.09739973758469345,1.0,[0.0-0.1)
373707900,2585.0,0.5671876249897781,1.0,[0.5-0.6)
373707900,738747.0,0.0,1.0,[0.0-0.1)
373707900,23739.0,0.1260585977107947,5.0,[0.1-0.2)
373707900,22333.0,0.17105047931521894,1.0,[0.1-0.2)
373707900,565244.0,0.11488001706599603,1.0,[0.1-0.2)
373707900,1669.0,1.0,1.0,[0.9-1.0)
373707900,384256.0,0.0472082840375156,1.0,[0.0-0.1)
373707900,1195721.0,0.030525876845805405,1.0,[0.0-0.1)
373707900,40816.0,0.7693238776439221,1.0,[0.7-0.8)
373707900,1281589.0,0.10521292529821193,1.0,[0.1-0.2)
373707900,2174004.0,0.04096686374024316,1.0,[0.0-0.1)
373707900,1607932.0,0.01967271009485747,1.0,[0.0-0.1)
373707900,631598.0,0.18483827572577316,1.0,[0.1-0.2)
373707900,23679.0,0.21124704069406824,1.0,[0.2-0.3)
597923318,40094.0,0.21238017308445103,1.0,[0.2-0.3)
597923318,3690799.0,1.0,1.0,[0.9-1.0)
597923318,480737.0,0.04259103875192373,1.0,[0.0-0.1)
597923318,2061355.0,0.016053758738355794,1.0,[0.0-0.1)
597923318,1968524.0,0.015136697045514342,1.0,[0.0-0.1)
597923318,2079.0,1.0,1.0,[0.9-1.0)
597923318,582436.0,0.0,5.0,[0.0-0.1)
597923318,636966.0,0.1654215498882052,1.0,[0.1-0.2)
597923318,771565.0,0.06694815761173703,1.0,[0.0-0.1)
597923318,8039.0,0.1267539237582731,5.0,[0.1-0.2)
597923318,323121.0,0.32213325040604723,1.0,[0.3-0.4)
597923318,781248.0,0.07993509865281752,1.0,[0.0-0.1)
597923318,3690800.0,1.0,1.0,[0.9-1.0)
597923318,2708318.0,1.0,1.0,[0.9-1.0)
597923318,21293.0,0.35578398140626655,1.0,[0.3-0.4)
597923318,6130.0,0.45408514969391284,1.0,[0.4-0.5)
181046091,1361968.0,0.0,1.0,[0.0-0.1)
181046091,14369.0,0.19362488712646403,1.0,[0.1-0.2)
181046091,9810.0,0.7211214787175969,1.0,[0.7-0.8)
181046091,88653.0,0.12684955053177954,1.0,[0.1-0.2)
181046091,2528.0,0.6745563579929428,1.0,[0.6-0.7)
181046091,39191.0,0.24197421564036461,1.0,[0.2-0.3)
181046091,5749.0,0.4810915578099693,1.0,[0.4-0.5)
181046091,88488.0,0.13192545865168778,1.0,[0.1-0.2)
181046091,236567.0,0.1778395951563393,1.0,[0.1-0.2)
181046091,1420009.0,0.028743818597275643,1.0,[0.0-0.1)
181046091,118907.0,0.19797162672206,1.0,[0.1-0.2)
181046091,3520.0,1.0,5.0,[0.9-1.0)
181046091,271823.0,0.013703372941271793,1.0,[0.0-0.1)
181046091,4505.0,0.2368468336569217,1.0,[0.2-0.3)
181046091,814.0,0.5543374331446501,1.0,[0.5-0.6)
181046091,2509.0,0.5021121092834767,1.0,[0.5-0.6)
181046091,115441.0,0.3526151633635743,1.0,[0.3-0.4)
181046091,3478.0,0.926056376707891,1.0,[0.9-1.0)
181046091,14386.0,0.7701636783455682,5.0,[0.7-0.8)
181046091,335.0,0.8177264846311173,1.0,[0.8-0.9)
181046091,11505.0,0.23251084455591975,1.0,[0.2-0.3)
181046091,264905.0,0.04284994310255669,1.0,[0.0-0.1)
181046091,2528.0,0.6745563579929428,1.0,[0.6-0.7)
181046091,6300.0,0.3995675152833018,1.0,[0.3-0.4)
181046091,7799.0,0.6178503939846348,1.0,[0.6-0.7)
181046091,11495.0,0.3076168447627506,1.0,[0.3-0.4)
181046091,140965.0,0.17696167012923658,1.0,[0.1-0.2)
181046091,105719.0,0.08063369072604717,1.0,[0.0-0.1)
181046091,34798.0,0.5808521715205017,1.0,[0.5-0.6)
181046091,140965.0,0.17696167012923658,1.0,[0.1-0.2)
181046091,16493.0,0.5104557397915375,1.0,[0.5-0.6)
181046091,168823.0,0.03981293951822612,1.0,[0.0-0.1)
181046091,11431.0,0.7314658820109717,1.0,[0.7-0.8)
181046091,6285.0,0.7590882550367125,1.0,[0.7-0.8)
181046091,2527.0,0.6889641248588985,1.0,[0.6-0.7)
181046091,6285.0,0.7590882550367125,1.0,[0.7-0.8)
313661563,773011.0,0.01956759222567935,1.0,[0.0-0.1)
313661563,2965118.0,0.19432325168883668,1.0,[0.1-0.2)
313661563,238152.0,0.5372265442454438,1.0,[0.5-0.6)
313661563,797521.0,0.0,1.0,[0.0-0.1)
313661563,4989342.0,1.0,1.0,[0.9-1.0)
313661563,1865769.0,1.0,1.0,[0.9-1.0)
313661563,975884.0,0.2458874235247699,1.0,[0.2-0.3)
